X,Y,OBJECTID,BSID,LNG,LAT,X_COORD,Y_COORD,STATUS,ROUTES,STOPNAME,DIR,GPS_YEAR,GPS_DATE,DISTANCE_FROM_STREET,BETWEEN_STREET_DISTANCE,Z_ELEVATION,DISTRICT,CITY,PARCEL_ID_NUMBER,POSTAL,PID,COUNTY,LOCATION,TEAMBOUNDARY,PICTURE,SE_ANNO_CAD_DATA,CORNER,RUNBOARD,COMMENTS,ON_STREET,AT_STREET,BETWEEN_STREET,STATION_ID,HUBABBR,HUBNAME,SBOARDS,STOPNAME_BSID
-11688148.5494,4829707.1198,7924104,35414,-104.99641475,39.75018647,3141598.02808,1698527.84494,active,MALL,17th St & Larimer St,E,2022,2022/04/06 00:00:00+00,10,,,A,Denver,,80202,-1,Denver,N,West,,,,,TEMPORARY 16TH STREET MALL DETOUR STOP,,,,,,,,17th St & Larimer St (Stop No. 35414)
-11688352.279,4829400.4336,7924105,35424,-104.99824487,39.74806828,3141087.70065,1697753.41583,active,MALL,15th St & Lawrence St,N,2022,2022/04/06 00:00:00+00,150,,,A,Denver,,80202,-1,Denver,N,West,,,,,TEMPORARY 16TH STREET MALL DETOUR STOP,,,,,,,,15th St & Lawrence St (Stop No. 35424)
-11688523.7881,4829570.7628,7924106,35425,-104.99978557,39.74924472,3140652.11783,1698179.56256,active,MALL,15th St & Market St,N,2022,2022/04/06 00:00:00+00,100,,,A,Denver,,80202,-1,Denver,F,West,,,,,TEMPORARY 16TH STREET MALL DETOUR STOP,,,,,,,,15th St & Market St (Stop No. 35425)
-11682102.9102,4858100.3171,7924107,35377,-104.94210581,39.94600782,3156430.35504,1769950.36331,active,93L,138th Ave & Cherrywood Park Rd,E,2023,2023/03/29 00:00:00+00,50,,,I,Thornton,,80602,-1,Adams,N,North,,,,,LAYOVER STOP,,,,,,,,138th Ave & Cherrywood Park Rd (Stop No. 35377)
-11706802.3011,4858946.373,7924108,35406,-105.16398416,39.95183429,3094209.455,1771766.84431,active,228,Main St & Gateway Dr,W,2022,2022/05/24 00:00:00+00,75,,,O,Superior,,80027,-1,Boulder,F,North,,,,,JANUARY 2022,,,,,,,,Main St & Gateway Dr (Stop No. 35406)
-11703157.7419,4866034.0855,7924109,35408,-105.13124455,40.00062531,3103316.53032,1789577.05859,active,228,CO 42 & Baseline Rd,S,2022,2022/04/22 00:00:00+00,75,,,I,Lafayette,,80026,-1,Boulder,N,North,,,,,JANUARY 2022,,,,,,,,CO 42 & Baseline Rd (Stop No. 35408)
-11716507.4908,4869478.7422,7924110,34451,-105.25116734,40.02432538,3069693.46463,1798096.98136,active,AB,Boulder Junction at Depot Square Station Gate B5,N,2017,2017/01/17 00:00:00+00,75,,999,O,Boulder,,80301,213,Boulder,A,North,,,,Future,MAY 2015,Boulder Junction,Gate B5,,,,Boulder Junction at Depot Square Station,,Boulder Junction at Depot Square Station Gate B5 (Stop No. 34451)
-11652145.1207,4843873.3106,7924111,34654,-104.67299051,39.84795723,3232212.16772,1734808.00973,active,"169L, 104L, 145X",Denver Airport Station Gate 10,E,2016,2016/01/22 00:00:00+00,75,,999,B,Denver,,80249,221,Denver,A,East,,,,Future,JANUARY 2016,Denver Airport Station,Gate 5,,,,DIA Station,,Denver Airport Station Gate 10 (Stop No. 34654)
-11686073.7716,4821415.9871,7924112,15056,-104.9777767,39.69289911,3146958.5719,1677689.90807,active,"12, 11",Louisiana / Pearl Station Gate A,E,2012,2012/04/18 00:00:00+00,20,,999,A,Denver,,80210,128,Denver,N,East,,,SW,,GATE B,E Louisiana Av,Buchtel Blvd S,,62,PeLo,Louisiana / Pearl Station,1,Louisiana / Pearl Station Gate A (Stop No. 15056)
-11701829.7405,4828279.0857,7924113,34562,-105.11931496,39.7403229,3107056.2557,1694766.69414,active,"17, 16",W Colfax Ave & Oak St {1st Pass},W,2015,2015/12/04 00:00:00+00,75,,0,M,Lakewood,,80215,-1,Jefferson,N,West,,,,Future,AUGUST 2015,W Colfax Av,Owens St,,,,,,W Colfax Ave & Oak St {1st Pass} (Stop No. 34562)
-11662935.8144,4795778.4449,7924114,34759,-104.76992496,39.51545622,3205968.35197,1613461.20883,active,483,Dransfeldt Rd & Mainstreet {1408},N,2016,2016/03/31 00:00:00+00,650,,0,G,Parker,,80134,-1,Douglas,N,East,,,SE,Future,,Dransfeldt Rd,Mainstreet,,,,,,Dransfeldt Rd & Mainstreet {1408} (Stop No. 34759)
-11663118.0797,4797553.8779,7924115,34760,-104.77156228,39.52775902,3205470.50988,1617938.55732,active,483,Dransfeldt Rd & Plaza Dr {1408},S,2016,2016/04/08 00:00:00+00,400,,0,G,Parker,,80134,-1,Douglas,N,East,,,SW,Future,JANUARY 2016,Dransfeldt,Plaza Dr,,,,,,Dransfeldt Rd & Plaza Dr {1408} (Stop No. 34760)
-11669500.8308,4835159.687,7924116,34865,-104.82889946,39.78783488,3188597.89195,1712546.29462,active,45,Crown Blvd & 50th Ave,S,2016,2016/07/05 00:00:00+00,350,,0,B,Denver,,80239,-1,Denver,N,East,,,NW,Future,APRIL 2016,Crown Blvd,50th Ave,,,,,,Crown Blvd & 50th Ave (Stop No. 34865)
-11669573.4022,4834978.3985,7924117,34866,-104.8295514,39.78658348,3188418.04671,1712089.09835,active,45,Crown Blvd & 50th Ave,N,2016,2016/04/29 00:00:00+00,75,,0,B,Denver,,80239,-1,Denver,F,East,,,NE,Future,APRIL 2016,Crown Blvd,50th Ave,,,,,,Crown Blvd & 50th Ave (Stop No. 34866)
-11668772.7865,4835090.1004,7924118,34871,-104.82235934,39.78735455,3190437.11785,1712384.96842,active,45,51st Ave & Dillon St,W,2016,2016/04/21 00:00:00+00,65,,0,B,Denver,,80239,-1,Denver,F,East,,,NW,Future,APRIL 2016,51st Ave,Dillon St,,,,,,51st Ave & Dillon St (Stop No. 34871)
-11668717.6414,4835024.7198,7924119,34872,-104.82186394,39.78690322,3190577.56423,1712221.60635,active,45,51st Ave & Crystal Way,E,2016,2016/04/21 00:00:00+00,50,,0,B,Denver,,80239,-1,Denver,F,East,,,SE,Future,APRIL 2016,51st Ave,Crystal Way,,,,,,51st Ave & Crystal Way (Stop No. 34872)
-11670774.0632,4853523.4729,7924120,34102,-104.84033709,39.91448013,3185048.65954,1758656.46094,active,120L,120th Ave & Prairie View High School,W,2012,2012/05/18 00:00:00+00,90,,0,K,Brighton,,80601,-1,Adams,A,North,,,NW,Future,MAY 2012,28th St,Arapahoe Ave,,,,,,120th Ave & Prairie View High School (Stop No. 34102)
-11686988.5029,4828722.1167,7924121,34302,-104.98599387,39.74338311,3144542.15898,1696066.03577,active,FMR,Lincoln St & 17th Ave,N,2014,2014/05/02 00:00:00+00,75,,0,B,Denver,,80203,-1,Denver,F,East,,,NE,Future,MAY 2014,Lincoln St,17th Ave,,,,,,Lincoln St & 17th Ave (Stop No. 34302)
-11688831.5657,4830433.0063,7924122,34344,-105.00255038,39.75519971,3139862.82901,1700344.48846,active,"120X, 10, LX, FF, LD",Union Station {Dropoff Union Station Nw},N,2014,2013/08/06 00:00:00+00,75,,999,C,Denver,,80202,89,Denver,A,West,,,,Future,AUGUST 2013,Union Station,,,6,Union,Union Station,,Union Station {Dropoff Union Station Nw} (Stop No. 34344)
-11664335.3008,4858711.4687,7924123,34389,-104.78249671,39.95021661,3201170.90228,1771797.72539,active,520,Prairie Center Pkwy & S 27th Ave {1201},N,2014,2014/08/14 00:00:00+00,50,75,0,K,Brighton,,80601,-1,Adams,F,North,,,,Future,MAY 2014,Prairie Center Pkwy,S 27th Ave,,,,,,Prairie Center Pkwy & S 27th Ave {1201} (Stop No. 34389)
-11689383.5625,4834037.9918,7924124,34434,-105.00750905,39.7800916,3138419.50746,1709404.2002,active,52,46th Ave & Quivas St,E,2014,2014/11/04 00:00:00+00,100,,0,C,Denver,,80211,-1,Denver,F,West,,,SE,Future,NEW BUS STOP EB RT 52,46th Avenue,Quivas Street,,,,,,46th Ave & Quivas St (Stop No. 34434)
-11707266.1557,4859865.2146,7924125,34655,-105.16815107,39.95816147,3093032.75584,1774067.52916,active,AB,US 36 & McCaslin Station Gate B {2008},E,2016,2016/01/11 00:00:00+00,5,,999,O,Superior,,80027,46,Boulder,A,North,,,,Future,JANUARY 2016,US 36 & McCaslin Station,Gate B,,14,36Mc,US36 / McCaslin Station,,US 36 & McCaslin Station Gate B {2008} (Stop No. 34655)
-11707155.1667,4859984.1482,7924126,34656,-105.16715403,39.95898041,3093311.17748,1774366.89202,active,AB,US 36 & McCaslin Station Gate E {2008},W,2016,2016/01/11 00:00:00+00,5,,999,O,Louisville,,80027,134,Boulder,A,North,,,,Future,JANUARY 2016,US 36 & McCaslin Station,Gate E,,,,US36 / McCaslin Station,,US 36 & McCaslin Station Gate E {2008} (Stop No. 34656)
-11700675.8078,4829303.5307,7924127,10515,-105.108949,39.747399,3109960.25720043,1697356.6587726,active,20,W 20th Ave & Kipling St,E,2002,2002/03/01 00:00:00+00,150,,0,M,Lakewood,ROW,80215,0,Jefferson,F,West,,,SE,,,W 20th Av,Kipling St,,,,,0,W 20th Ave & Kipling St (Stop No. 10515)
-11700788.4632,4829318.8781,7924128,10516,-105.109961,39.747505,3109675.52727185,1697394.04770062,active,20,W 20th Ave & Kipling St,W,2002,2002/03/01 00:00:00+00,75,,0,M,Lakewood,ROW,80215,0,Jefferson,F,West,,,NW,,,W 20th Av,Kipling St,,,,,0,W 20th Ave & Kipling St (Stop No. 10516)
-11663165.2518,4836738.1648,7924129,24618,-104.771986,39.79873,3204560.02122422,1716638.16408152,active,169L,Tower Rd & 56th Ave,N,2002,2002/03/01 00:00:00+00,90,,0,B,Denver,0010200155000,80249,0,Denver,F,East,,,NE,,,Tower Rd,E 56th Ave,,,,,0,Tower Rd & 56th Ave (Stop No. 24618)
-11702555.8874,4864055.434,7924130,24620,-105.125838,39.987008,3104851.73999961,1784622.41788628,active,DASH,South Boulder Rd & Hwy 42 {1102},W,2002,2002/03/01 00:00:00+00,600,2000,0,I,Louisville,,80027,0,Boulder,M,North,,,,,,S Boulder Rd,Plaza Dr,,,,,0,South Boulder Rd & Hwy 42 {1102} (Stop No. 24620)
-11692577.8722,4855601.7207,7924131,24623,-105.036204,39.928798,3130078.01789401,1763532.58387283,active,128,Midway Blvd & Meade St {1104},W,2002,2002/03/01 00:00:00+00,25,,0,I,Broomfield,157330400020,80020,0,Broomfield,N,North,,,NE,,NEW STOP PER CUST REQUEST,Midway Blvd,Meade St,,,,,0,Midway Blvd & Meade St {1104} (Stop No. 24623)
-11692622.4003,4855576.3181,7924132,24624,-105.036604,39.928623,3129966.15851167,1763468.26035876,active,128,Midway Blvd & Meade St {1104},E,2002,2002/03/01 00:00:00+00,50,,0,I,Broomfield,,80020,0,Broomfield,N,North,,,SW,,NEW STOP PER CUST REQUEST,Midway Blvd,Meade St,,,,,0,Midway Blvd & Meade St {1104} (Stop No. 24624)
-11691878.3385,4813876.9427,7924133,14621,-105.02992,39.640767,3132383.35246571,1658620.40327577,active,36,S Irving St & W Oxford Ave,N,2002,2002/03/01 00:00:00+00,533,,0,D,Sheridan,0805300002000,80236,0,Arapahoe,N,West,,,SE,,,S Irving St,W Oxford Av,,,,,0,S Irving St & W Oxford Ave (Stop No. 14621)
-11691872.9944,4822934.9624,7924134,14622,-105.029872,39.703398,3132278.80855362,1681434.1491525,active,11,S Irving St & W Walsh Pl,S,2002,2002/03/01 00:00:00+00,85,,0,D,Denver,,80219,0,Denver,N,West,,,NW,,,S Irving St,W Walsh Pl,,,,,0,S Irving St & W Walsh Pl (Stop No. 14622)
-11679624.5077,4835075.0987,7924135,14624,-104.919842,39.787251,3163042.24515338,1712157.59966995,active,37,Ivy St & 50th Ave,N,2002,2002/03/01 00:00:00+00,10,,0,K,Commerce City,,80022,0,Adams,N,North,,,SE,,,Ivy St,E 50th Av,,,,,0,Ivy St & 50th Ave (Stop No. 14624)
-11712207.8011,4829331.7858,7924136,14629,-105.21254261,39.74759417,3080830.49283,1697318.97234,active,"17, 16",Jackson St & 22nd St {1109},SW,2011,2011/11/29 00:00:00+00,100,,0,L,Golden,ROW,80401,-1,Jefferson,F,West,,,SW,,TRAILER COURT,N Jackson St,22nd St,,,,,0,Jackson St & 22nd St {1109} (Stop No. 14629)
-11711798.833,4829080.3692,7924137,14630,-105.20886882,39.74585764,3081865.55651,1696689.70051,active,"17, 16, GS, GDFX",Jackson St & 24th St {1109},E,2011,2011/11/29 00:00:00+00,600,1000,0,L,Golden,ROW,80401,-1,Jefferson,M,West,,, ,,AUGUST 2011,N Jackson St,24th St,,,,,0,Jackson St & 24th St {1109} (Stop No. 14630)
-11682206.942,4833050.1334,7924138,14632,-104.94304038,39.77327148,3156554.09166,1707024.50961,active,"44, 49, 37, 24, 40",Jackson St & 40th Ave,S,2009,2009/08/14 00:00:00+00,75,,0,B,Denver,,80216,0,Denver,N,East,,,NW,,,Jackson St,E 40th Av,,,,,0,Jackson St & 40th Ave (Stop No. 14632)
-11695993.8223,4832475.2183,7924139,11006,-105.06689,39.769302,3121748.7714458,1705388.85279737,active,38,W 38th Ave & Kendall St,E,2002,2002/03/01 00:00:00+00,75,,0,M,Wheat Ridge,ROW,80033,0,Jefferson,N,West,http://gadget/busstops/shelterphotos/11006.jpg,,SW,,,W 38th Av,Kendall St,,,,,1,W 38th Ave & Kendall St (Stop No. 11006)
-11668784.9915,4813498.7844,7924140,18281,-104.822469,39.638151,3190811.63751393,1658036.54204578,active,135,Smoky Hill Rd & Quincy Ave,SE,2002,2002/03/01 00:00:00+00,90,,0,E,Aurora,,80015,0,Arapahoe,F,East,,,SW,,,Smoky Hill Rd,E Quincy Av,,,,,0,Smoky Hill Rd & Quincy Ave (Stop No. 18281)
-11668602.7623,4813290.9188,7924141,18282,-104.820832,39.636713,3191276.56971879,1657516.19919471,active,135,Smoky Hill Rd & Radcliff Dr,SE,2002,2002/03/01 00:00:00+00,75,,0,E,Aurora,,80015,0,Arapahoe,F,East,http://gadget/busstops/shelterphotos/18282.jpg,,SW,,,Smoky Hill Rd,E Radcliff Dr,,,,,0,Smoky Hill Rd & Radcliff Dr (Stop No. 18282)
-11668348.729,4813091.0061,7924142,18283,-104.81855,39.63533,3191923.02447526,1657017.26053295,active,135,Smoky Hill Rd & S Eagle Cir,SE,2002,2002/03/01 00:00:00+00,10,,0,G,Aurora,,80015,0,Arapahoe,F,East,,,SW,,,Smoky Hill Rd,E.Tufts Pl,,,,,0,Smoky Hill Rd & S Eagle Cir (Stop No. 18283)
-11668019.5606,4812943.1353,7924143,18284,-104.815593,39.634307,3192758.62310664,1656650.8982149,active,135,Smoky Hill Rd & S Evanston St,SE,2002,2002/03/01 00:00:00+00,75,,0,G,Aurora,,80015,0,Arapahoe,F,East,http://gadget/busstops/shelterphotos/18284.jpg,,SW,,,Smoky Hill Rd,S Evanston St,,,,,0,Smoky Hill Rd & S Evanston St (Stop No. 18284)
-11697150.4387,4821948.387,7924144,15457,-105.07728009,39.69657915,3118951.36598,1678884.76808,active,11,W Mississippi Ave & S Teller St,E,2018,2018/05/31 00:00:00+00,115,,0,M,Lakewood,ROW,80232,-1,Jefferson,F,West,,,SW,,,W Mississippi Av,W Arizona Pl,,,,,0,W Mississippi Ave & S Teller St (Stop No. 15457)
-11676524.3719,4821932.1603,7924145,15460,-104.891993,39.696467,3171089.88155279,1679139.69491336,active,11,Mississippi Ave & S Valentia St,E,2002,2002/03/01 00:00:00+00,50,,0,A,Denver,,80247,0,Arapahoe,N,East,,,SW,,,E Mississippi Av,S Valentia St,,,,,0,Mississippi Ave & S Valentia St (Stop No. 15460)
-11676551.9778,4821970.0663,7924146,15461,-104.892241,39.696729,3171019.4582693,1679234.66280788,active,11,Mississippi Ave & S Valentia St,W,2002,2002/03/01 00:00:00+00,75,,0,A,Denver,,80247,0,Denver,F,East,,,NW,,,E Mississippi Av,S Valentia St,,,,,0,Mississippi Ave & S Valentia St (Stop No. 15461)
-11690124.6109,4821986.9942,7924147,15462,-105.014166,39.696846,3136710.69080769,1679070.77808499,active,14,W Mississippi Ave & S Vallejo St,W,2002,2002/03/01 00:00:00+00,75,,0,D,Denver,,80223,0,Denver,F,West,,,NW,,,W Mississippi Av,S Vallejo St,,,,,0,W Mississippi Ave & S Vallejo St (Stop No. 15462)
-11702164.7124,4894478.8068,7924148,17645,-105.122324,40.196085,3105519.79753021,1860797.44406803,active,"326, LX, J, BOLT, LD",21st Ave & Hackberry Cir {1103},W,2002,2002/03/01 00:00:00+00,80,,0,I,Longmont,,80501,0,Boulder,F,North,,,NW,,,21st Ave,Hackberry Cir E,,,,,0,21st Ave & Hackberry Cir {1103} (Stop No. 17645)
-11702484.5364,4894486.8245,7924149,17646,-105.125197,40.19614,3104717.02511533,1860814.15833882,active,"326, LX, J, BOLT, LD",21st Ave & Sumac St {1103},W,2002,2002/03/01 00:00:00+00,90,,0,I,Longmont,,80501,0,Boulder,F,North,,,NW,,,21st Ave,Sumac St,,,,,0,21st Ave & Sumac St {1103} (Stop No. 17646)
-11700800.0484,4894971.4111,7924150,17657,-105.110065,40.199465,3108939.56224594,1862043.37915117,active,326,23rd Ave & Gay St {1103},E,2002,2002/03/01 00:00:00+00,75,,0,I,Longmont,,80501,0,Boulder,F,North,,,SE,,,23rd Ave,Gay St,,,,,0,23rd Ave & Gay St {1103} (Stop No. 17657)
-11700154.8199,4894971.4942,7924151,17658,-105.10426882,40.19946556,3110558.88178,1862050.58457,active,"326, LX, J, BOLT, LD",23rd Ave & Main St {1103},E,2017,2017/04/24 00:00:00+00,250,,999,I,Longmont,,80501,95,Boulder,N,North,,,SW,,KING SOOPERS,23rd Ave,Main St,,11,23Ma,US287 / 21st Ave,1,23rd Ave & Main St {1103} (Stop No. 17658)
-11699960.151,4893747.116,7924152,17659,-105.1025201,40.19106417,3111060.82596,1858991.77054,active,324,Main St & 19th Ave {1103},S,2009,2009/09/10 00:00:00+00,275,,0,I,Longmont,,80501,0,Boulder,F,North,http://gadget/busstops/shelterphotos/17659.jpg,,SW,,,Main St,19th Av,,,,,0,Main St & 19th Ave {1103} (Stop No. 17659)
-11699480.3126,4886492.874,7924153,17663,-105.09820963,40.14126584,3112345.4607,1840853.90745,active,324,S Collyer St & Quebec Ave {1103},S,2016,2016/10/11 00:00:00+00,50,,0,I,Longmont,,80501,-1,Boulder,F,North,,,SW,,AUGUST 2016,Quebec Av,Collyer St,,,,,0,S Collyer St & Quebec Ave {1103} (Stop No. 17663)
-11700530.4318,4888130.0814,7924154,17677,-105.107643,40.152508,3109690.10213191,1844938.22864435,active,"323, J, BOLT",Ken Pratt Blvd & S Pratt Pkwy {1103},W,2002,2002/03/01 00:00:00+00,125,,0,I,Longmont,,80501,0,Boulder,F,North,,,NW,,,Ken Pratt Blvd,S Pratt Pkwy,,,,,0,Ken Pratt Blvd & S Pratt Pkwy {1103} (Stop No. 17677)
-11661920.4772,4834548.3794,7924155,20851,-104.760804,39.783615,3207746.71231039,1711157.68622991,active,45,Green Vally Ranch Blvd & Flanders Way,E,2002,2002/03/01 00:00:00+00,90,,0,B,Denver,,80249,0,Denver,F,East,,,SE,,,Green Vally Ranch Blvd,Flanders Wy,,,,,0,Green Vally Ranch Blvd & Flanders Way (Stop No. 20851)
-11700186.4496,4829322.2073,7924156,10512,-105.104553,39.747528,3111196.16316889,1697408.99998534,active,20,W 20th Ave & Independence St,W,2002,2002/03/01 00:00:00+00,75,,0,M,Lakewood,ROW,80215,0,Jefferson,N,West,,,NE,,,W 20th Av,Independence St,,,,,0,W 20th Ave & Independence St (Stop No. 10512)
-11690021.4164,4799223.9851,7924157,24645,-105.013239,39.53933,3137278.96264444,1621697.21930996,active,402L,Highlands Ranch Pkwy & Foothills Canyon Blvd,NE,2004,2004/05/01 00:00:00+00,50,,0,H,Highlands Ranch,222909199001,80129,0,Douglas,F,West,http://gadget/busstops/shelterphotos/24645.jpg,,NE,,HOLY CROSS CHURCH,Highlands Ranch Pkwy,Foothills Canyon Blvd,,,,,0,Highlands Ranch Pkwy & Foothills Canyon Blvd (Stop No. 24645)
-11698989.212,4868084.6975,7924158,22545,-105.093798,40.014735,3113785.11402912,1794762.04148188,active,JUMP,Arapahoe Rd & N 111th St,W,2002,2002/03/01 00:00:00+00,75,,0,I,Erie,,80516,0,Boulder,F,North,,,NW,,,Arapahoe Rd,N 111th St,,,,,0,Arapahoe Rd & N 111th St (Stop No. 22545)
-11691643.5616,4798604.1747,7924159,24973,-105.027811,39.535036,3133177.45565496,1620111.48559912,active,402L,Highlands Ranch Pkwy & White Oak Ln,W,2004,2004/05/01 00:00:00+00,50,,0,H,Highlands Ranch,222917199014,80129,0,Douglas,F,West,,,NW,,,Highlands Ranch Pkwy,White Oak Lane,,,,,0,Highlands Ranch Pkwy & White Oak Ln (Stop No. 24973)
-11692579.539,4800518.4359,7924160,25036,-105.036219,39.548297,3130781.4026208,1624929.45522286,active,402L,S Santa Fe Dr & Town Center Dr,N,2004,2004/05/01 00:00:00+00,500,501,0,H,Highlands Ranch,222908206011,80129,0,Douglas,M,West,,, ,,,S Santa Fe Dr,Town Center Dr,,,,,0,S Santa Fe Dr & Town Center Dr (Stop No. 25036)
-11684231.6877,4821943.7364,7924161,15365,-104.961229,39.696547,3151607.31590146,1679045.86794248,active,11,Mississippi Ave & S Gaylord St,E,2002,2002/03/01 00:00:00+00,140,,0,A,Denver,,80210,0,Denver,F,East,,,SE,,,E Mississippi Av,S Gaylord St,,,,,0,Mississippi Ave & S Gaylord St (Stop No. 15365)
-11688502.1268,4815980.7952,7924162,26174,-104.999591,39.655319,3140895.2868503,1663966.6154058,active,35,Englewood Station Gate B,E,2006,2006/05/01 00:00:00+00,75,,999,D,Englewood,1971-33-4-05-004,80110,60,Arapahoe,A,West,,, ,,,W Floyd Ave,S Inca St,,46,Engl,Englewood Station,0,Englewood Station Gate B (Stop No. 26174)
-11688480.7531,4816098.2066,7924163,26178,-104.999399,39.656131,3140947.71602185,1664262.68636208,active,35,Englewood Station Gate F,W,2006,2006/05/01 00:00:00+00,75,,999,D,Englewood,1971-33-4-05-004,80110,60,Arapahoe,A,West,,, ,,,W Floyd Ave,S Inca St,,46,Engl,Englewood Station,0,Englewood Station Gate F (Stop No. 26178)
-11688475.4097,4816113.6782,7924164,26179,-104.999351,39.656238,3140961.01582944,1664301.73587321,active,0,Englewood Station Gate G,S,2006,2006/05/01 00:00:00+00,75,,999,D,Englewood,1971-33-4-05-004,80110,60,Arapahoe,A,West,,, ,,,W Floyd Ave,S Inca St,,46,Engl,Englewood Station,0,Englewood Station Gate G (Stop No. 26179)
-11674208.1065,4817653.899,7924165,20879,-104.87118566,39.66688935,3177019.43713,1668405.81465,active,83,Yale Ave & S Elmira St,NE,2010,2010/10/12 00:00:00+00,350,,0,E,Denver,0634146501501,80231,-1,Denver,F,East,,,SE,,PROVENCE HOMES,E Yale Av,S Elmira St,,,,,0,Yale Ave & S Elmira St (Stop No. 20879)
-11673786.1451,4817756.5374,7924166,20881,-104.86739511,39.66759911,3178084.70869,1668671.7522,active,83,Yale Ave & S Havana St,W,2010,2010/10/28 00:00:00+00,150,,0,E,Denver,,80231,-1,Denver,F,East,,,NW,,AUGUST 2010,E Yale Av,S Havana St,,,,,0,Yale Ave & S Havana St (Stop No. 20881)
-11674461.58,4817856.4076,7924167,20883,-104.87346264,39.66828969,3176374.93022,1668911.45891,active,83,S Dayton Way & Vassar Ave,N,2010,2010/10/28 00:00:00+00,200,,0,E,Denver,0634100004000,80231,-1,Denver,N,East,,, ,,AUGUST 2010,S Dayton Wy,S Elmira St,,,,,0,S Dayton Way & Vassar Ave (Stop No. 20883)
-11674654.8793,4818689.9012,7924168,20885,-104.87519909,39.6740529,3175871.67638,1671007.34944,active,83,S Dayton Way & Iliff Ave,N,2010,2010/10/28 00:00:00+00,100,,0,E,Denver,0627402470470,80231,-1,Denver,N,East,,,SE,,AUGUST 2010,S Dayton Wy,E Iliff Av,,,,,0,S Dayton Way & Iliff Ave (Stop No. 20885)
-11683622.4414,4848205.2175,7924169,20897,-104.955756,39.877827,3152751.76379335,1745089.74833072,active,93L,100th Ave & Clayton St {1203},W,2002,2002/03/01 00:00:00+00,25,,0,K,Thornton,,80229,0,Adams,N,North,,,NE,,,E 100th Ave,Clayton St,,,,,0,100th Ave & Clayton St {1203} (Stop No. 20897)
-11692153.8524,4825115.9802,7924170,20776,-105.032395,39.71847,3131540.66514127,1686920.61750298,active,1,Knox Ct & W 1st Ave,N,2002,2002/03/01 00:00:00+00,90,,0,C,Denver,,80219,0,Denver,F,West,,,NE,,,Knox Ct,W 1st Av,,,,,0,Knox Ct & W 1st Ave (Stop No. 20776)
-11700767.6487,4834255.4752,7924171,14824,-105.109774,39.781593,3109674.77183667,1709811.47502791,active,100,Kipling St & W 48th Ave,S,2002,2002/03/01 00:00:00+00,490,,0,L,Wheat Ridge,ROW,80033,0,Jefferson,F,West,,,SW,,,Kipling St,W 48th Av,,,,,1,Kipling St & W 48th Ave (Stop No. 14824)
-11700750.2813,4805723.2007,7924172,14873,-105.109618,39.58434,3110027.37437455,1637960.60235509,active,99L,S Kipling St & W Geddes Ave {1303},N,2002,2002/03/01 00:00:00+00,75,,0,N,Ken Caryl,ROW,80127,0,Jefferson,F,West,,,NE,,,S Kipling St,W Geddes Av,,,,,0,S Kipling St & W Geddes Ave {1303} (Stop No. 14873)
-11694884.9979,4819419.4371,7924173,13576,-105.05692927,39.6790969,3124709.00374,1672544.00775,active,21,W Evans Ave & S Depew St,E,2010,2010/07/15 00:00:00+00,70,,0,D,Denver,CNTY_DNVR,80227,-1,Denver,F,West,,,SE,,MAY 2010,W Evans Av,S Depew St,,,,,0,W Evans Ave & S Depew St (Stop No. 13576)
-11700779.8932,4822936.8402,7924174,14786,-105.109884,39.703411,3109766.15277586,1681332.29508726,active,99L,S Kipling Pkwy & W Exposition Ave {2010},S,2002,2002/03/01 00:00:00+00,75,,0,M,Lakewood,ROW,80226,0,Jefferson,F,West,,,SW,,,S Kipling Pkwy,W Exposition Av,,,,,0,S Kipling Pkwy & W Exposition Ave {2010} (Stop No. 14786)
-11678833.8065,4820415.9241,7924175,15555,-104.912739,39.685986,3165276.8317367,1675283.53383793,active,65,S Monaco Pkwy & Mexico Ave,N,2002,2002/03/01 00:00:00+00,90,,0,A,Denver,,80224,0,Denver,F,East,,,NE,,,S Monaco St,E Mexico Av,,,,,0,S Monaco Pkwy & Mexico Ave (Stop No. 15555)
-11688190.101,4851321.987,7924176,14415,-104.996788,39.89931,3141192.17590472,1752849.28202734,active,8,Huron St & W 112th Ave {1203},S,2002,2002/03/01 00:00:00+00,150,,0,J,Northglenn,,80234,0,Adams,F,North,,,SW,,,Huron St,W 112th Av,,,,,0,Huron St & W 112th Ave {1203} (Stop No. 14415)
-11668456.0432,4828863.8359,7924177,18755,-104.819514,39.744362,3191354.03648677,1696730.3813427,active,153,Sable Blvd & Evergreen Ave,S,2002,2002/03/01 00:00:00+00,75,,0,B,Aurora,,80011,0,Adams,F,East,,,SW,,DAYLIGHT DONUTS,Sable Blvd,Evergreen Av,,,,,0,Sable Blvd & Evergreen Ave (Stop No. 18755)
-11687251.6764,4829813.0344,7924178,21165,-104.988358,39.750918,3143861.8979441,1698806.97443352,active,48,Champa St & 21st St,SW,2002,2002/03/01 00:00:00+00,65,,0,A,Denver,,80205,0,Denver,F,West,,,SW,,,Champa St,21st St,,,,,0,Champa St & 21st St (Stop No. 21165)
